System,Version,Code,Display
http://snomed.info/sct,2020-09,162204000,Late insomnia (disorder)
http://snomed.info/sct,2020-09,191997003,Persistent insomnia (disorder)
http://snomed.info/sct,2020-09,192454004,Nonorganic insomnia (disorder)
http://snomed.info/sct,2020-09,24121004,Insomnia disorder related to another mental disorder (disorder)
http://snomed.info/sct,2020-09,27971000119105,Insomnia co-occurrent and due to medical condition (disorder)
http://snomed.info/sct,2020-09,3972004,Primary insomnia (disorder)
http://snomed.info/sct,2020-09,401236004,Early morning waking (disorder)
http://snomed.info/sct,2020-09,41975002,Insomnia with sleep apnea (disorder)
http://snomed.info/sct,2020-09,425832009,Psychophysiologic insomnia (disorder)
http://snomed.info/sct,2020-09,436001000124105,Insomnia due to anxiety and fear (disorder)
http://snomed.info/sct,2020-09,472819006,Adjustment insomnia (disorder)
http://snomed.info/sct,2020-09,54230003,Mixed insomnia (disorder)
http://snomed.info/sct,2020-09,59050008,Initial insomnia (disorder)
http://snomed.info/sct,2020-09,67062000,Terminal insomnia (disorder)
http://snomed.info/sct,2020-09,67233009,Middle insomnia (disorder)
http://snomed.info/sct,2020-09,724748004,Chronic insomnia (disorder)
http://snomed.info/sct,2020-09,81608000,Insomnia disorder related to known organic factor (disorder)
http://snomed.info/sct,2020-09,88982005,Rebound insomnia (disorder)
http://hl7.org/fhir/sid/icd-10-cm,2021,F51.01,Primary insomnia
http://hl7.org/fhir/sid/icd-10-cm,2021,F51.02,Adjustment insomnia
http://hl7.org/fhir/sid/icd-10-cm,2021,F51.03,Paradoxical insomnia
http://hl7.org/fhir/sid/icd-10-cm,2021,F51.04,Psychophysiologic insomnia
http://hl7.org/fhir/sid/icd-10-cm,2021,F51.05,Insomnia due to other mental disorder
http://hl7.org/fhir/sid/icd-10-cm,2021,F51.09,Other insomnia not due to a substance or known physiological condition
http://hl7.org/fhir/sid/icd-10-cm,2021,G47.00,Insomnia, unspecified
http://hl7.org/fhir/sid/icd-10-cm,2021,G47.01,Insomnia due to medical condition
http://hl7.org/fhir/sid/icd-10-cm,2021,G47.09,Other insomnia
