System,Version,Code,Display
http://snomed.info/sct,2021-03,10725009,Benign hypertension (disorder)
http://snomed.info/sct,2021-03,1078301000112109,Multiple drug intolerant hypertension (disorder)
http://snomed.info/sct,2021-03,111438007,Hypertension secondary to renal disease in obstetric context (disorder)
http://snomed.info/sct,2021-03,1201005,Benign essential hypertension (disorder)
http://snomed.info/sct,2021-03,123799005,Renovascular hypertension (disorder)
http://snomed.info/sct,2021-03,123800009,Goldblatt hypertension (disorder)
http://snomed.info/sct,2021-03,14973001,Renal sclerosis with hypertension (disorder)
http://snomed.info/sct,2021-03,169465000,Hypertension caused by oral contraceptive pill (disorder)
http://snomed.info/sct,2021-03,194783001,Secondary malignant renovascular hypertension (disorder)
http://snomed.info/sct,2021-03,194785008,Secondary benign hypertension (disorder)
http://snomed.info/sct,2021-03,194788005,Hypertension secondary to endocrine disorder (disorder)
http://snomed.info/sct,2021-03,194791005,Hypertension caused by drug (disorder)
http://snomed.info/sct,2021-03,199008003,Pre-existing secondary hypertension complicating pregnancy, childbirth and puerperium (disorder)
http://snomed.info/sct,2021-03,26078007,Hypertension secondary to renal disease complicating AND/OR reason for care during childbirth (disorder)
http://snomed.info/sct,2021-03,28119000,Renal hypertension (disorder)
http://snomed.info/sct,2021-03,31992008,Secondary hypertension (disorder)
http://snomed.info/sct,2021-03,371125006,Labile essential hypertension (disorder)
http://snomed.info/sct,2021-03,39018007,Renal arterial hypertension (disorder)
http://snomed.info/sct,2021-03,39727004,Hypertension secondary to renal disease complicating AND/OR reason for care during puerperium (disorder)
2.16.840.1.113883.6.103,2013,401.0,Malignant essential hypertension
2.16.840.1.113883.6.103,2013,401.1,Benign essential hypertension
2.16.840.1.113883.6.103,2013,401.9,Unspecified essential hypertension
2.16.840.1.113883.6.103,2013,402.00,Malignant hypertensive heart disease without heart failure
2.16.840.1.113883.6.103,2013,402.01,Malignant hypertensive heart disease with heart failure
2.16.840.1.113883.6.103,2013,402.10,Benign hypertensive heart disease without heart failure
2.16.840.1.113883.6.103,2013,402.11,Benign hypertensive heart disease with heart failure
2.16.840.1.113883.6.103,2013,402.90,Unspecified hypertensive heart disease without heart failure
2.16.840.1.113883.6.103,2013,402.91,Unspecified hypertensive heart disease with heart failure
2.16.840.1.113883.6.103,2013,403.00,Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,403.01,Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,403.10,Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,403.11,Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,403.90,Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,403.91,Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,404.00,Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,404.01,Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,404.02,Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,404.03,Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,404.10,Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,404.11,Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,404.12,Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,404.13,Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,404.90,Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,404.91,Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified
2.16.840.1.113883.6.103,2013,404.92,Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,404.93,Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease
2.16.840.1.113883.6.103,2013,405.01,Malignant renovascular hypertension
2.16.840.1.113883.6.103,2013,405.09,Other malignant secondary hypertension
2.16.840.1.113883.6.103,2013,405.11,Benign renovascular hypertension
2.16.840.1.113883.6.103,2013,405.19,Other benign secondary hypertension
2.16.840.1.113883.6.103,2013,405.91,Unspecified renovascular hypertension
2.16.840.1.113883.6.103,2013,405.99,Other unspecified secondary hypertension
http://snomed.info/sct,2021-03,427889009,Hypertension associated with transplantation (disorder)
