System,Version,Code,Display
http://snomed.info/sct,2020-09,16195001,Parathyroid hypocalcemic tetany (disorder)
http://snomed.info/sct,2020-09,190869004,Hypocalcemic tetany (disorder)
http://snomed.info/sct,2020-09,23490001000004109,Iatrogenic hypocalcemia (disorder)
http://snomed.info/sct,2020-09,237658004,Pseudohypoparathyroidism and pseudopseudohypoparathyroidism (disorder)
http://snomed.info/sct,2020-09,237659007,Pseudopseudohypoparathyroidism (disorder)
http://snomed.info/sct,2020-09,237883001,Hungry bone syndrome (disorder)
http://snomed.info/sct,2020-09,237884007,Drug-induced hypocalcemia (disorder)
http://snomed.info/sct,2020-09,240307008,Late neonatal hypocalcemia (disorder)
http://snomed.info/sct,2020-09,268846006,Neonatal hypocalcemia (disorder)
http://snomed.info/sct,2020-09,400170001,Hypocalcemia of puerperium (disorder)
http://snomed.info/sct,2020-09,405256006,Parturient paresis (disorder)
http://snomed.info/sct,2020-09,405733001,Hypocalcemia of late pregnancy or lactation (disorder)
http://snomed.info/sct,2020-09,42183005,Pseudohypoparathyroidism type II (disorder)
http://snomed.info/sct,2020-09,5291005,Hypocalcemia (disorder)
http://snomed.info/sct,2020-09,56090007,Pseudohypoparathyroidism type I B (disorder)
http://snomed.info/sct,2020-09,58833000,Pseudohypoparathyroidism type I A (disorder)
http://snomed.info/sct,2020-09,58976002,Pseudohypoparathyroidism (disorder)
http://snomed.info/sct,2020-09,60334003,Phosphate-loading hypocalcemia (disorder)
http://snomed.info/sct,2020-09,63275006,Cow's milk hypocalcemia of newborn (disorder)
http://snomed.info/sct,2020-09,711151004,Hypomagnesemia with secondary hypocalcemia (disorder)
http://snomed.info/sct,2020-09,711152006,Autosomal dominant hypocalcemia (disorder)
http://snomed.info/sct,2020-09,717792007,Pseudohypoparathyroidism type 1C (disorder)
http://snomed.info/sct,2020-09,722947004,Hypocalcemic rickets (disorder)
http://snomed.info/sct,2020-09,81677009,Lactation tetany (disorder)
http://hl7.org/fhir/sid/icd-10-cm,2021,E83.51,Hypocalcemia
