System,Version,Code,Display
http://snomed.info/sct,2020-09,180272001,Insertion of chronic ambulatory peritoneal dialysis catheter (procedure)
http://snomed.info/sct,2020-09,180277007,Insertion of temporary peritoneal dialysis catheter (procedure)
http://snomed.info/sct,2020-09,225892009,Revision of arteriovenous shunt for renal dialysis (procedure)
http://snomed.info/sct,2020-09,22800003,Removal of thrombus from arteriovenous shunt or cannula (procedure)
http://snomed.info/sct,2020-09,233468004,Creation of Cimino fistula (procedure)
http://snomed.info/sct,2020-09,233471007,Creation of external arteriovenous shunt (procedure)
http://snomed.info/sct,2020-09,233472000,Creation of Scribner shunt (procedure)
http://snomed.info/sct,2020-09,233547003,Cannulation of arteriovenous dialysis fistula (procedure)
http://snomed.info/sct,2020-09,238314006,Renewal of chronic ambulatory peritoneal dialysis catheter (procedure)
http://snomed.info/sct,2020-09,238315007,Adjustment of chronic ambulatory peritoneal dialysis catheter (procedure)
http://snomed.info/sct,2020-09,271418008,Chronic ambulatory peritoneal dialysis catheter procedure (procedure)
http://snomed.info/sct,2020-09,34163007,Revision of arteriovenous fistula with thrombectomy with nonautogenous graft (procedure)
http://www.ama-assn.org/go/cpt,2020,36800,Insertion of cannula for hemodialysis, other purpose (separate procedure); vein to vein
http://www.ama-assn.org/go/cpt,2020,36810,Insertion of cannula for hemodialysis, other purpose (separate procedure); arteriovenous, external (Scribner type)
http://www.ama-assn.org/go/cpt,2020,36815,Insertion of cannula for hemodialysis, other purpose (separate procedure); arteriovenous, external revision, or closure
http://www.ama-assn.org/go/cpt,2020,36818,Arteriovenous anastomosis, open; by upper arm cephalic vein transposition
http://www.ama-assn.org/go/cpt,2020,36819,Arteriovenous anastomosis, open; by upper arm basilic vein transposition
http://www.ama-assn.org/go/cpt,2020,36820,Arteriovenous anastomosis, open; by forearm vein transposition
http://www.ama-assn.org/go/cpt,2020,36821,Arteriovenous anastomosis, open; direct, any site (eg, Cimino type) (separate procedure)
http://www.ama-assn.org/go/cpt,2020,36831,Thrombectomy, open, arteriovenous fistula without revision, autogenous or nonautogenous dialysis graft (separate procedure)
http://www.ama-assn.org/go/cpt,2020,36832,Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)
http://www.ama-assn.org/go/cpt,2020,36833,Revision, open, arteriovenous fistula; with thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)
http://snomed.info/sct,2020-09,426340003,Creation of graft fistula for dialysis (procedure)
http://snomed.info/sct,2020-09,427992007,Removal of thrombus of arteriovenous fistula (procedure)
http://snomed.info/sct,2020-09,428118009,Procedure involving peritoneal dialysis catheter (procedure)
http://snomed.info/sct,2020-09,431418000,Fluoroscopic percutaneous angiography of dialysis fistula with insertion of drug eluting stent (procedure)
http://snomed.info/sct,2020-09,431440009,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent (procedure)
http://snomed.info/sct,2020-09,431781000,Insertion of tunneled dialysis catheter using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,432509002,Insertion of dialysis catheter using doppler ultrasound guidance (procedure)
http://snomed.info/sct,2020-09,432654009,Insertion of peritoneal dialysis catheter using fluoroscopy guidance (procedure)
http://snomed.info/sct,2020-09,434435000,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft (procedure)
http://snomed.info/sct,2020-09,438341004,Laparoscopic insertion of peritoneal dialysis catheter (procedure)
http://snomed.info/sct,2020-09,438342006,Replacement of peritoneal dialysis catheter (procedure)
http://snomed.info/sct,2020-09,439241008,Open arteriovenous anastomosis by transposition of forearm vein (procedure)
http://snomed.info/sct,2020-09,439322008,Open arteriovenous anastomosis by transposition of basilic vein of upper arm (procedure)
http://snomed.info/sct,2020-09,439349008,Open arteriovenous anastomosis by transposition of cephalic vein of upper arm (procedure)
http://snomed.info/sct,2020-09,439534001,Shaving of peritoneal dialysis catheter cuff (procedure)
http://snomed.info/sct,2020-09,443683004,Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)
http://snomed.info/sct,2020-09,448591002,Repositioning of Tenckhoff catheter (procedure)
http://snomed.info/sct,2020-09,449400003,Removal of blood clot from arteriovenous fistula (procedure)
http://snomed.info/sct,2020-09,450865002,Insertion of nontunneled hemodialysis catheter (procedure)
http://snomed.info/sct,2020-09,54817007,Arteriovenous shunt for renal dialysis by external cannula (procedure)
http://snomed.info/sct,2020-09,61160002,Direct arteriovenous anastomosis (procedure)
http://snomed.info/sct,2020-09,61740001,Insertion of cannula for hemodialysis, vein to vein (procedure)
http://snomed.info/sct,2020-09,63421002,Insertion of cannula for hemodialysis (procedure)
http://snomed.info/sct,2020-09,676002,Peritoneal dialysis including cannulation (procedure)
http://snomed.info/sct,2020-09,69380006,Venous catheterization for renal dialysis (procedure)
http://snomed.info/sct,2020-09,736919006,Insertion of hemodialysis catheter (procedure)
http://snomed.info/sct,2020-09,736922008,Insertion of tunneled hemodialysis catheter (procedure)
http://snomed.info/sct,2020-09,7459007,Revision of arteriovenous fistula with thrombectomy with autogenous graft (procedure)
http://snomed.info/sct,2020-09,79827002,Arteriovenous anastomosis for renal dialysis (procedure)
http://snomed.info/sct,2020-09,80634002,Revision of vessel-to-vessel arteriovenous cannula (procedure)
