System,Version,Code,Display
http://snomed.info/sct,2020-09,102781000119107,Sensory neuropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,126534007,Mixed sensorimotor polyneuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,126535008,Motor polyneuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,127011001,Sensory neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,1511000119107,Peripheral neuropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,193141005,Mononeuritis multiplex due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,193183000,Acute painful neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,193184006,Chronic painful neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,193185007,Asymptomatic neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,19378003,Pseudotabes due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,201724008,Neuropathic arthropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,230572002,Neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,230574001,Acute painful polyneuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,230575000,Chronic painful polyneuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,230576004,Asymmetric polyneuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,230577008,Mononeuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,230579006,Thoracic radiculopathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,232021008,Proliferative retinopathy with optic disc neovascularization due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,267604001,Myasthenic syndrome due to diabetic mellitus (disorder)
http://snomed.info/sct,2020-09,314537004,Optic papillopathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,35777006,Mononeuropathy multiplex due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,359611005,Neuropathy with neurologic complication due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,361216007,Femoral mononeuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,38205001,Diarrhea due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,39058009,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,39127005,Symmetric proximal motor neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,420436000,Mononeuropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,420918009,Mononeuropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,424736006,Peripheral neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,427027005,Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,427943001,Ophthalmoplegia due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,49455004,Polyneuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,50620007,Autonomic neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,712882000,Autonomic neuropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,712883005,Autonomic neuropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,713702000,Gastroparesis due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,713703005,Gastroparesis due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,713704004,Gastroparesis due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,713705003,Polyneuropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,713706002,Polyneuropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,71771000119100,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,770094004,Cervical radiculoplexus neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,770095003,Cranial nerve palsy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,770098001,Cranial nerve palsy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,781000119106,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,789542009,Neuropathy due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,789585000,Sensory polyneuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,79554005,Asymmetric proximal motor neuropathy due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,81830002,Mononeuropathy simplex due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,87921000119104,Cranial nerve palsy due to type 2 diabetes mellitus (disorder)
http://hl7.org/fhir/sid/icd-10-cm,2021,E11.40,Type 2 diabetes mellitus with diabetic neuropathy, unspecified
http://hl7.org/fhir/sid/icd-10-cm,2021,E13.40,Other specified diabetes mellitus with diabetic neuropathy, unspecified
