System,Version,Code,Display
http://snomed.info/sct,2021-03,10205009,Megaloblastic anemia due to exfoliative dermatitis (disorder)
http://snomed.info/sct,2021-03,105599000,Anemia related to disturbed deoxyribonucleic acid synthesis (disorder)
http://snomed.info/sct,2021-03,10564005,Severe hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin (disorder)
http://snomed.info/sct,2021-03,10619002,Megaloblastic anemia due to poor nutrition (disorder)
http://snomed.info/sct,2021-03,10741751000119100,Anemia in mother complicating childbirth (disorder)
http://snomed.info/sct,2021-03,10759351000119103,Sickle cell anemia in mother complicating childbirth (disorder)
http://snomed.info/sct,2021-03,10762261000119105,Anemia following acute postoperative blood loss (disorder)
http://snomed.info/sct,2021-03,10806241000119108,Thalassemia in mother complicating childbirth (disorder)
http://snomed.info/sct,2021-03,10812081000119108,Iron deficiency anemia in mother complicating childbirth (disorder)
http://snomed.info/sct,2021-03,109996008,Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts (disorder)
http://snomed.info/sct,2021-03,109998009,Refractory anemia with ringed sideroblasts (disorder)
http://snomed.info/sct,2021-03,110000005,Refractory anemia with excess blasts in transformation (disorder)
http://snomed.info/sct,2021-03,111407006,Hemolytic uremic syndrome (disorder)
http://snomed.info/sct,2021-03,111469006,Hemolytic disease of the newborn due to non-ABO, non-Rh isoimmunization (disorder)
http://snomed.info/sct,2021-03,111571009,Congenital atransferrinemia (disorder)
http://snomed.info/sct,2021-03,111572002,beta^0^ Thalassemia, nondeletion type (disorder)
http://snomed.info/sct,2021-03,111574001,Anemia due to copper deficiency (disorder)
http://snomed.info/sct,2021-03,111575000,Anemia due to membrane defect (disorder)
http://snomed.info/sct,2021-03,111576004,Acquired stomatocytosis (disorder)
http://snomed.info/sct,2021-03,111577008,Anemia due to enzyme deficiency (disorder)
http://snomed.info/sct,2021-03,111578003,Hereditary nonspherocytic hemolytic anemia due to aldolase A deficiency (disorder)
http://snomed.info/sct,2021-03,111579006,Hereditary nonspherocytic hemolytic anemia due to glutathione synthetase deficiency (disorder)
http://snomed.info/sct,2021-03,111581008,Anemia caused by physical agent (disorder)
http://snomed.info/sct,2021-03,11491000,Anemia due to niacin deficiency (disorder)
http://snomed.info/sct,2021-03,11503009,Relative anemia (disorder)
http://snomed.info/sct,2021-03,115963009,Regenerative anemia (disorder)
http://snomed.info/sct,2021-03,11781007,Autoimmune hemolytic anemia caused by complement (disorder)
http://snomed.info/sct,2021-03,118791000119106,Aplastic anemia caused by antineoplastic agent (disorder)
http://snomed.info/sct,2021-03,119641000119103,Homozygous hemoglobin H constant spring thalassemia (disorder)
http://snomed.info/sct,2021-03,119691000119106,Hemoglobin C/beta thalassemia disease (disorder)
http://snomed.info/sct,2021-03,119701000119106,Hemoglobin D/beta thalassemia disease (disorder)
http://snomed.info/sct,2021-03,12189000,Coombs negative hemolytic anemia (disorder)
http://snomed.info/sct,2021-03,12238007,Megaloblastic anemia due to gastrectomy (disorder)
http://snomed.info/sct,2021-03,127040003,Sickle cell-hemoglobin SS disease (disorder)
http://snomed.info/sct,2021-03,127041004,Sickle cell-beta-thalassemia (disorder)
http://snomed.info/sct,2021-03,127042006,Sickle cell beta plus thalassemia (disorder)
http://snomed.info/sct,2021-03,127043001,Sickle cell-beta^0^-thalassemia (disorder)
http://snomed.info/sct,2021-03,127044007,Sickle cell-delta beta^0^-thalassemia (disorder)
http://snomed.info/sct,2021-03,127045008,Sickle cell anemia with coexistent alpha-thalassemia (disorder)
http://snomed.info/sct,2021-03,127046009,Sickle cell trait with coexistent alpha-thalassemia (disorder)
http://snomed.info/sct,2021-03,127049002,Primary (idiopathic) autoimmune hemolytic anemia (disorder)
http://snomed.info/sct,2021-03,127050002,Secondary autoimmune hemolytic anemia (disorder)
http://snomed.info/sct,2021-03,127052005,Secondary warm autoimmune hemolytic anemia (disorder)
http://snomed.info/sct,2021-03,127053000,Post-infectious cold agglutinin disease (disorder)
http://snomed.info/sct,2021-03,127054006,Cold agglutinin disease caused by Epstein-Barr virus infection (disorder)
http://snomed.info/sct,2021-03,127055007,Chronic cold agglutinin disease (disorder)
http://snomed.info/sct,2021-03,127056008,Chronic cold agglutinin disease associated with B-cell neoplasm (disorder)
http://snomed.info/sct,2021-03,127057004,Paroxysmal cold hemoglobinuria (disorder)
http://snomed.info/sct,2021-03,127058009,Paroxysmal cold hemoglobinuria associated with tertiary syphilis (disorder)
http://snomed.info/sct,2021-03,127060006,Drug-induced immune hemolytic anemia, hapten type (disorder)
http://snomed.info/sct,2021-03,127061005,Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement (disorder)
http://snomed.info/sct,2021-03,127319005,Anemia caused by alloimmune destruction of transfused red cells (disorder)
http://snomed.info/sct,2021-03,12907000,Thiamine-responsive megaloblastic anemia (disorder)
http://snomed.info/sct,2021-03,129638002,Hemolytic anemia caused by hyperbaric oxygen (disorder)
http://snomed.info/sct,2021-03,13172003,Chronic idiopathic thrombocytopenic purpura (disorder)
http://snomed.info/sct,2021-03,14024008,Humoral immunologic aplastic anemia (disorder)
http://snomed.info/sct,2021-03,14087004,Hereditary stomatocytosis (disorder)
