System,Version,Code,Display
http://snomed.info/sct,2020-09,111377009,Metabolic acidosis, normal anion gap (disorder)
http://snomed.info/sct,2020-09,111556005,Ketoacidosis without coma due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,13490001000004105,D-lactic acidosis (disorder)
http://snomed.info/sct,2020-09,138621000119108,Ketoacidosis due to secondary diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,1776003,Renal tubular acidosis (disorder)
http://snomed.info/sct,2020-09,18104000,Metabolic acidosis, normal anion gap, acidifying salts (disorder)
http://snomed.info/sct,2020-09,190406000,Ketoacidosis due to malnutrition related diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,236460004,Familial proximal renal tubular acidosis (disorder)
http://snomed.info/sct,2020-09,236461000,Distal renal tubular acidosis (disorder)
http://snomed.info/sct,2020-09,236463002,Hyperkalemic renal tubular acidosis (disorder)
http://snomed.info/sct,2020-09,236464008,Hyporeninemic hypoaldosteronism (disorder)
http://snomed.info/sct,2020-09,236467001,Acquired Fanconi syndrome (disorder)
http://snomed.info/sct,2020-09,236468006,Adult Fanconi syndrome (disorder)
http://snomed.info/sct,2020-09,236532003,Renal tubular acidosis with progressive nerve deafness (disorder)
http://snomed.info/sct,2020-09,236541008,Hyperchloremic acidosis associated with dialysis (disorder)
http://snomed.info/sct,2020-09,237847005,Hyperkalemic acidosis (disorder)
http://snomed.info/sct,2020-09,24790002,Proximal renal tubular acidosis (disorder)
http://snomed.info/sct,2020-09,25966003,Metabolic acidosis caused by methanol (disorder)
http://snomed.info/sct,2020-09,25998009,Metabolic acidosis, increased anion gap (disorder)
http://snomed.info/sct,2020-09,26298008,Ketoacidotic coma due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,276586004,Transient neonatal renal tubular acidosis (disorder)
http://snomed.info/sct,2020-09,29914000,Dihydrolipoamide dehydrogenase deficiency (disorder)
http://snomed.info/sct,2020-09,35528000,Metabolic acidosis caused by salicylate (disorder)
http://snomed.info/sct,2020-09,3591006,Metabolic acidosis, normal anion gap, bicarbonate losses (disorder)
http://snomed.info/sct,2020-09,370491005,Metabolic acidosis due to grain overload (disorder)
http://snomed.info/sct,2020-09,420270002,Ketoacidosis due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,420422005,Ketoacidosis due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,421075007,Ketoacidotic coma due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,421750000,Ketoacidosis due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,421847006,Ketoacidotic coma due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,43253002,Metabolic acidosis caused by ingestion of drugs AND/OR chemicals (disorder)
http://snomed.info/sct,2020-09,46166004,Compensated metabolic acidosis (disorder)
http://snomed.info/sct,2020-09,46683007,Pyruvate dehydrogenase complex deficiency (disorder)
http://snomed.info/sct,2020-09,4690009,Metabolic acidosis caused by paraldehyde (disorder)
http://snomed.info/sct,2020-09,51294009,Metabolic acidosis, increased anion gap, accumulation of organic acids (disorder)
http://snomed.info/sct,2020-09,53254000,Metabolic acidosis, increased anion gap, reduced excretion of inorganic acids (disorder)
http://snomed.info/sct,2020-09,55178001,Starvation ketoacidosis (disorder)
http://snomed.info/sct,2020-09,55571001,Alcoholic ketoacidosis (disorder)
http://snomed.info/sct,2020-09,56051008,Ketoacidosis (disorder)
http://snomed.info/sct,2020-09,58067006,Metabolic acidosis, normal anion gap, failure of bicarbonate regeneration (disorder)
http://snomed.info/sct,2020-09,59455009,Metabolic acidosis (disorder)
http://snomed.info/sct,2020-09,59686008,Metabolic acidosis caused by ethylene glycol (disorder)
http://snomed.info/sct,2020-09,718713000,Hypertrophic cardiomyopathy with hypotonia and lactic acidosis syndrome (disorder)
http://snomed.info/sct,2020-09,721283000,Acidosis due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,721284006,Acidosis due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,722468005,Distal renal tubular acidosis co-occurrent with sensorineural deafness (disorder)
http://snomed.info/sct,2020-09,722937002,Birth asphyxia co-occurrent with metabolic acidemia of cord blood (disorder)
http://snomed.info/sct,2020-09,724099000,Acquired monoclonal immunoglobulin light chain-associated Fanconi syndrome (disorder)
http://snomed.info/sct,2020-09,732951005,Mitochondrial myopathy, lactic acidosis, deafness syndrome (disorder)
http://snomed.info/sct,2020-09,735538002,Lactic acidosis due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,735539005,Metabolic acidosis due to diabetes mellitus (disorder)
http://snomed.info/sct,2020-09,76938004,Infantile encephalopathy AND lactic acidosis (disorder)
http://snomed.info/sct,2020-09,771509001,Hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial deoxyribonucleic acid mutation (disorder)
http://snomed.info/sct,2020-09,773423007,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency (disorder)
http://snomed.info/sct,2020-09,91273001,Lactic acidosis (disorder)
http://snomed.info/sct,2020-09,9635004,Late metabolic acidosis of newborn (disorder)
http://hl7.org/fhir/sid/icd-10-cm,2021,E87.2,Acidosis
http://hl7.org/fhir/sid/icd-10-cm,2021,P19.9,Metabolic acidemia, unspecified
