System,Version,Code,Display
http://loinc.org,2.70,11276-3,Tubular cells [Presence] in Urine sediment by Light microscopy
http://loinc.org,2.70,11279-7,Urine sediment comments by Light microscopy Narrative
http://loinc.org,2.70,25158-7,Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy
http://loinc.org,2.70,25159-5,Fatty casts [Presence] in Urine sediment by Light microscopy
http://loinc.org,2.70,33221-3,Epithelial cells.renal [#/area] in Urine by Computer assisted method
http://loinc.org,2.70,33222-1,Oval fat bodies (globules) [#/area] in Urine sediment by Automated count
http://loinc.org,2.70,33228-8,WBC casts [#/area] in Urine by Computer assisted method
http://loinc.org,2.70,33229-6,RBC casts [#/area] in Urine by Computer assisted method
http://loinc.org,2.70,33231-2,Fatty casts [#/area] in Urine by Computer assisted method
http://loinc.org,2.70,33342-7,Epithelial cells [#/area] in Urine sediment by Automated count
http://loinc.org,2.70,33804-6,RBC casts [Presence] in Urine sediment by Light microscopy
http://loinc.org,2.70,33825-1,WBC casts [Presence] in Urine sediment by Light microscopy
http://loinc.org,2.70,34173-5,Mixed cellular casts [Presence] in Urine sediment by Light microscopy
http://loinc.org,2.70,38995-7,Mixed cellular casts [#/area] in Urine sediment by Microscopy low power field
http://loinc.org,2.70,43755-8,Casts [#/area] in Urine sediment by Automated count
http://loinc.org,2.70,49103-5,WBC casts [#/area] in Urine sediment by Microscopy high power field
http://loinc.org,2.70,50228-6,Oval fat bodies (globules) [Presence] in Urine by Computer assisted method
http://loinc.org,2.70,50229-4,Fatty casts [Presence] in Urine by Computer assisted method
http://loinc.org,2.70,50234-4,Mixed cellular casts [Presence] in Urine by Computer assisted method
http://loinc.org,2.70,51790-4,RBC casts [#/area] in Urine sediment by Microscopy high power field
http://loinc.org,2.70,53278-8,RBC casts [Presence] in Urine by Computer assisted method
http://loinc.org,2.70,53279-6,WBC casts [Presence] in Urine by Computer assisted method
http://loinc.org,2.70,53283-8,Mixed cellular casts [#/volume] in Urine by Computer assisted method
http://loinc.org,2.70,53285-3,RBC casts [#/volume] in Urine by Computer assisted method
http://loinc.org,2.70,53286-1,WBC casts [#/volume] in Urine by Computer assisted method
http://loinc.org,2.70,53288-7,Fatty casts [#/volume] in Urine by Computer assisted method
http://loinc.org,2.70,53289-5,Mixed cellular casts [#/area] in Urine by Computer assisted method
http://loinc.org,2.70,53352-1,Oval fat bodies (globules) [#/volume] in Urine by Computer assisted method
http://loinc.org,2.70,53848-8,Mixed cellular casts [#/area] in Urine sediment by Microscopy high power field
http://loinc.org,2.70,5788-5,Oval fat bodies (globules) [#/area] in Urine sediment by Microscopy high power field
http://loinc.org,2.70,5789-3,Fatty casts [#/area] in Urine sediment by Microscopy low power field
http://loinc.org,2.70,5807-3,RBC casts [#/area] in Urine sediment by Microscopy low power field
http://loinc.org,2.70,5820-6,WBC casts [#/area] in Urine sediment by Microscopy low power field
http://loinc.org,2.70,67813-6,Fatty casts [#/area] in Urine sediment by Microscopy high power field
http://loinc.org,2.70,8246-1,Amorphous sediment [Presence] in Urine sediment by Light microscopy
