System,Version,Code,Display
http://snomed.info/sct,2021-03,114831000119107,Hyperlipidemia caused by steroid (disorder)
http://snomed.info/sct,2021-03,129589009,Endogenous hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,129590000,Exogenous hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,129591001,Mixed hypercholesterolemia and hypertriglyceridemia (disorder)
http://snomed.info/sct,2021-03,13644009,Hypercholesterolemia (disorder)
http://snomed.info/sct,2021-03,137931000119102,Hyperlipidemia due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,137941000119106,Hyperlipidemia due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,1571000119104,Mixed hyperlipidemia due to type 1 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,15771000119109,Familial hyperalphalipoproteinemia (disorder)
http://snomed.info/sct,2021-03,190774002,Hyperlipidemia, group A (disorder)
http://snomed.info/sct,2021-03,238040008,Familial combined hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,238076009,Primary hypercholesterolemia (disorder)
http://snomed.info/sct,2021-03,238077000,Polygenic hypercholesterolemia (disorder)
http://snomed.info/sct,2021-03,238078005,Familial hypercholesterolemia - homozygous (disorder)
http://snomed.info/sct,2021-03,238079002,Familial hypercholesterolemia - heterozygous (disorder)
http://snomed.info/sct,2021-03,238080004,Hyperalphalipoproteinemia (disorder)
http://snomed.info/sct,2021-03,238081000,Familial defective apolipoprotein B-100 (disorder)
http://snomed.info/sct,2021-03,238082007,Secondary hypercholesterolemia (disorder)
http://snomed.info/sct,2021-03,238083002,Primary hypertriglyceridemia (disorder)
http://snomed.info/sct,2021-03,238084008,Very low density lipoprotinemia (disorder)
http://snomed.info/sct,2021-03,238085009,Fredrickson type IV hyperlipoproteinemia (disorder)
http://snomed.info/sct,2021-03,238087001,Secondary hypertriglyceridemia (disorder)
http://snomed.info/sct,2021-03,238088006,Primary combined hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,238089003,Secondary combined hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,267432004,Pure hypercholesterolemia (disorder)
http://snomed.info/sct,2021-03,267433009,Pure hyperglyceridemia (disorder)
http://snomed.info/sct,2021-03,267434003,Mixed hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,267435002,Familial hyperchylomicronemia (disorder)
http://snomed.info/sct,2021-03,299465007,Familial multiple lipoprotein-type hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,302870006,Hypertriglyceridemia (disorder)
http://snomed.info/sct,2021-03,33513003,Familial apolipoprotein C-II deficiency (disorder)
http://snomed.info/sct,2021-03,34349009,Familial type 5 hyperlipoproteinemia (disorder)
http://snomed.info/sct,2021-03,34528009,Familial hypertriglyceridemia (disorder)
http://snomed.info/sct,2021-03,397915002,Fredrickson type IIa hyperlipoproteinemia (disorder)
http://snomed.info/sct,2021-03,398036000,Familial hypercholesterolemia (disorder)
http://snomed.info/sct,2021-03,402473001,Sporadic primary hypertriglyceridemia (disorder)
http://snomed.info/sct,2021-03,402474007,Primary "polygenic" type Iib combined hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,402475008,Primary acquired chylomicronemia (disorder)
http://snomed.info/sct,2021-03,402725005,Hyperlipidemia with lipid deposition in skin (disorder)
http://snomed.info/sct,2021-03,402726006,Primary chylomicronemia (disorder)
http://snomed.info/sct,2021-03,402727002,Secondary hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,402785008,Primary genetic hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,402786009,Chylomicronemia syndrome (disorder)
http://snomed.info/sct,2021-03,402787000,Primary genetic mixed hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,403827000,Familial lipoprotein lipase deficiency with type I phenotype (disorder)
http://snomed.info/sct,2021-03,403828005,Familial lipoprotein lipase deficiency with type V phenotype (disorder)
http://snomed.info/sct,2021-03,403829002,Familial hypercholesterolemia due to heterozygous low density lipoprotein receptor mutation (disorder)
http://snomed.info/sct,2021-03,403830007,Familial hypercholesterolemia due to homozygous low density lipoprotein receptor mutation (disorder)
http://snomed.info/sct,2021-03,403831006,Familial hypercholesterolemia due to genetic defect of apolipoprotein B (disorder)
http://snomed.info/sct,2021-03,426161002,Chemically induced hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,445261005,Posttransplant hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,55822004,Hyperlipidemia (disorder)
http://snomed.info/sct,2021-03,701000119103,Mixed hyperlipidemia due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,767133009,Familial hypercholesterolemia co-occurrent and due to combined heterozygous low density lipoprotein receptor and low density lipoprotein receptor adaptor protein 1 mutations (disorder)
http://snomed.info/sct,2021-03,773649005,Transient infantile hypertriglyceridemia and hepatosteatosis (disorder)
http://snomed.info/sct,2021-03,773726000,Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency (disorder)
http://hl7.org/fhir/sid/icd-10-cm,2022,E78.0,Pure hypercholesterolemia
http://hl7.org/fhir/sid/icd-10-cm,2022,E78.00,Pure hypercholesterolemia, unspecified
http://hl7.org/fhir/sid/icd-10-cm,2022,E78.01,Familial hypercholesterolemia
http://hl7.org/fhir/sid/icd-10-cm,2022,E78.2,Mixed hyperlipidemia
http://hl7.org/fhir/sid/icd-10-cm,2022,E78.4,Other hyperlipidemia
http://hl7.org/fhir/sid/icd-10-cm,2022,E78.5,Hyperlipidemia, unspecified
