System,Version,Code,Display
http://snomed.info/sct,2020-09,102891000,Age-related cognitive decline (finding)
http://snomed.info/sct,2020-09,102910004,Prelogical thinking (finding)
http://snomed.info/sct,2020-09,102911000,Thoughts of self harm (finding)
http://snomed.info/sct,2020-09,102941003,Alethia (finding)
http://snomed.info/sct,2020-09,102942005,Intelligence quotient low (finding)
http://snomed.info/sct,2020-09,105421000119105,Early onset Alzheimer's disease with behavioral disturbance (disorder)
http://snomed.info/sct,2020-09,106136008,Memory finding (finding)
http://snomed.info/sct,2020-09,106138009,Learning finding (finding)
http://snomed.info/sct,2020-09,110352000,Minimal cognitive impairment (finding)
http://snomed.info/sct,2020-09,110355003,Lack of thinking ability (finding)
http://snomed.info/sct,2020-09,112088009,Egomania (finding)
http://snomed.info/sct,2020-09,112090005,Eidetic images (finding)
http://snomed.info/sct,2020-09,116340000,Disturbance of cognitive learning (finding)
http://snomed.info/sct,2020-09,12332005,Pseudologia fantastica (finding)
http://snomed.info/sct,2020-09,129686009,Finding related to communication with community resources (finding)
http://snomed.info/sct,2020-09,129862009,Deficient knowledge of diagnostic testing (finding)
http://snomed.info/sct,2020-09,129863004,Deficient knowledge of dietary regimen (finding)
http://snomed.info/sct,2020-09,129864005,Deficient knowledge of disease process (finding)
http://snomed.info/sct,2020-09,129865006,Deficient knowledge of fluid volume management (finding)
http://snomed.info/sct,2020-09,129866007,Deficient knowledge of medication regimen (finding)
http://snomed.info/sct,2020-09,129867003,Deficient knowledge of safety precautions (finding)
http://snomed.info/sct,2020-09,129868008,Deficient knowledge of therapeutic regimen (finding)
http://snomed.info/sct,2020-09,130964008,Impaired environmental interpretation syndrome (finding)
http://snomed.info/sct,2020-09,14003003,Monomania (finding)
http://snomed.info/sct,2020-09,141601000119107,Cognitive changes due to organic disorder (finding)
http://snomed.info/sct,2020-09,141991000119109,Delusions in Alzheimer's disease (disorder)
http://snomed.info/sct,2020-09,142001000119106,Depressed mood in Alzheimer's disease (disorder)
http://snomed.info/sct,2020-09,142261000119100,Cognitive deficit in attention (finding)
http://snomed.info/sct,2020-09,15928141000119107,Cognitive impairment co-occurrent and due to human immunodeficiency virus infection (disorder)
http://snomed.info/sct,2020-09,161129001,Learning difficulties (finding)
http://snomed.info/sct,2020-09,16219201000119101,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia (disorder)
http://snomed.info/sct,2020-09,162200009,Temporary loss of memory (finding)
http://snomed.info/sct,2020-09,162314006,Harmful thoughts (finding)
http://snomed.info/sct,2020-09,162315007,Morbid thoughts (finding)
http://snomed.info/sct,2020-09,162327005,Loss of judgement (finding)
http://snomed.info/sct,2020-09,163929006,On examination - acalculia (finding)
http://snomed.info/sct,2020-09,165179006,Intelligence quotient normal (finding)
http://snomed.info/sct,2020-09,165280004,Memory: own age not known (finding)
http://snomed.info/sct,2020-09,165281000,Memory: own age known (finding)
http://snomed.info/sct,2020-09,165283002,Memory: present time not known (finding)
http://snomed.info/sct,2020-09,165284008,Memory: present time known (finding)
http://snomed.info/sct,2020-09,165286005,Memory: present place not known (finding)
http://snomed.info/sct,2020-09,165287001,Memory: present place known (finding)
http://snomed.info/sct,2020-09,165289003,Memory: present year not known (finding)
http://snomed.info/sct,2020-09,165290007,Memory: present year known (finding)
http://snomed.info/sct,2020-09,165292004,Memory: own date of birth not known (finding)
http://snomed.info/sct,2020-09,165293009,Memory: own date of birth known (finding)
