System,Version,Code,Display
2.16.840.1.113883.6.103,2013,093.20,Syphilitic endocarditis of valve, unspecified
2.16.840.1.113883.6.103,2013,093.21,Syphilitic endocarditis of mitral valve
2.16.840.1.113883.6.103,2013,093.22,Syphilitic endocarditis of aortic valve
2.16.840.1.113883.6.103,2013,093.23,Syphilitic endocarditis of tricuspid valve
2.16.840.1.113883.6.103,2013,093.24,Syphilitic endocarditis of pulmonary valve
http://snomed.info/sct,2020-09,10273003,Acute infarction of papillary muscle (disorder)
http://snomed.info/sct,2020-09,111287006,Tricuspid valve regurgitation (disorder)
http://snomed.info/sct,2020-09,1131009,Congenital valvular insufficiency (disorder)
http://snomed.info/sct,2020-09,11851006,Mitral valve disorder (disorder)
http://snomed.info/sct,2020-09,12023003,Rheumatic disease of aortic valve (disorder)
http://snomed.info/sct,2020-09,123643003,Acquired atresia of pulmonary valve (disorder)
http://snomed.info/sct,2020-09,123656005,Congenital atresia of cardiac valve (disorder)
http://snomed.info/sct,2020-09,123657001,Congenital stenosis of cardiac valve (disorder)
http://snomed.info/sct,2020-09,123658006,Congenital cleft of cardiac valve (disorder)
http://snomed.info/sct,2020-09,123801008,Heart valve stenosis and regurgitation (disorder)
http://snomed.info/sct,2020-09,128599005,Structural disorder of heart (disorder)
http://snomed.info/sct,2020-09,13689005,Congenital anomaly of aortic valve (disorder)
http://snomed.info/sct,2020-09,15096009,Congenital insufficiency of pulmonary valve (disorder)
http://snomed.info/sct,2020-09,16063004,Rheumatic disease of heart valve (disorder)
http://snomed.info/sct,2020-09,163092009,On examination - aortic systolic murmur (finding)
http://snomed.info/sct,2020-09,163093004,On examination - aortic diastolic murmur (finding)
http://snomed.info/sct,2020-09,16440002,Rheumatic disease of mitral AND aortic valves (disorder)
http://snomed.info/sct,2020-09,16855001,Rheumatic tricuspid valve failure (disorder)
http://snomed.info/sct,2020-09,17394001,Ebstein's anomaly with atrial septal defect (disorder)
http://snomed.info/sct,2020-09,17759006,Rheumatic aortic stenosis with regurgitation (disorder)
http://snomed.info/sct,2020-09,18192007,Acute rheumatic endocarditis (disorder)
http://snomed.info/sct,2020-09,18546004,Congenital stenosis of aortic valve (disorder)
http://snomed.info/sct,2020-09,18687009,Rheumatic disease of pulmonary valve (disorder)
http://snomed.info/sct,2020-09,186875004,Syphilitic endocarditis of mitral valve (disorder)
http://snomed.info/sct,2020-09,186877007,Syphilitic endocarditis of tricuspid valve (disorder)
