System,Version,Code,Display
http://snomed.info/sct,2021-03,1081000119105,Opioid dependence, on agonist therapy (disorder)
http://snomed.info/sct,2021-03,110281001,Chronic drug abuse (disorder)
http://snomed.info/sct,2021-03,11047881000119101,Cannabis hyperemesis syndrome co-occurrent and due to cannabis abuse (disorder)
http://snomed.info/sct,2021-03,144981000119109,Nondependent intraveous amphetamine abuse (disorder)
http://snomed.info/sct,2021-03,145101000119102,Intravenous cocaine abuse (disorder)
http://snomed.info/sct,2021-03,145841000119107,Episodic phencyclidine abuse (disorder)
http://snomed.info/sct,2021-03,1461000119109,Drug dependence in remission (disorder)
http://snomed.info/sct,2021-03,1471000119103,Drug abuse in remission (disorder)
http://snomed.info/sct,2021-03,15167005,Alcohol abuse (disorder)
http://snomed.info/sct,2021-03,153501000119105,Drug dependence, episodic (disorder)
http://snomed.info/sct,2021-03,191813001,Chronic alcoholism in remission (disorder)
http://snomed.info/sct,2021-03,191821007,Opioid dependence in remission (disorder)
http://snomed.info/sct,2021-03,191827006,Hypnotic or anxiolytic dependence in remission (disorder)
http://snomed.info/sct,2021-03,191833002,Cocaine dependence in remission (disorder)
http://snomed.info/sct,2021-03,191839003,Cannabis dependence in remission (disorder)
http://snomed.info/sct,2021-03,191851001,Hallucinogen dependence in remission (disorder)
http://snomed.info/sct,2021-03,191857002,Glue sniffing dependence in remission (disorder)
http://snomed.info/sct,2021-03,191869005,Combined opioid with non-opioid drug dependence in remission (disorder)
http://snomed.info/sct,2021-03,191875001,Combined drug dependence, excluding opioid, in remission (disorder)
http://snomed.info/sct,2021-03,191882002,Nondependent alcohol abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191883007,Nondependent alcohol abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191884001,Nondependent alcohol abuse in remission (disorder)
http://snomed.info/sct,2021-03,191889006,Tobacco dependence in remission (disorder)
http://snomed.info/sct,2021-03,191891003,Nondependent cannabis abuse (disorder)
http://snomed.info/sct,2021-03,191893000,Nondependent cannabis abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191894006,Nondependent cannabis abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191895007,Nondependent cannabis abuse in remission (disorder)
http://snomed.info/sct,2021-03,191899001,Nondependent hallucinogen abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191900006,Nondependent hallucinogen abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191901005,Nondependent hallucinogen abuse in remission (disorder)
http://snomed.info/sct,2021-03,191905001,Nondependent hypnotic or anxiolytic abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191906000,Nondependent hypnotic or anxiolytic abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191907009,Nondependent hypnotic or anxiolytic abuse in remission (disorder)
http://snomed.info/sct,2021-03,191909007,Nondependent opioid abuse (disorder)
http://snomed.info/sct,2021-03,191912005,Nondependent opioid abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191913000,Nondependent opioid abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191914006,Nondependent opioid abuse in remission (disorder)
http://snomed.info/sct,2021-03,191916008,Nondependent cocaine abuse (disorder)
http://snomed.info/sct,2021-03,191918009,Nondependent cocaine abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191919001,Nondependent cocaine abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191920007,Nondependent cocaine abuse in remission (disorder)
http://snomed.info/sct,2021-03,191924003,Nondependent amphetamine or psychostimulant abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191925002,Nondependent amphetamine or psychostimulant abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191928000,Abuse of antidepressant drug (disorder)
http://snomed.info/sct,2021-03,191930003,Nondependent antidepressant type drug abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191931004,Nondependent antidepressant type drug abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191932006,Nondependent antidepressant type drug abuse in remission (disorder)
http://snomed.info/sct,2021-03,191934007,Nondependent mixed drug abuse (disorder)
http://snomed.info/sct,2021-03,191936009,Nondependent mixed drug abuse, continuous (disorder)
http://snomed.info/sct,2021-03,191937000,Nondependent mixed drug abuse, episodic (disorder)
http://snomed.info/sct,2021-03,191938005,Nondependent mixed drug abuse in remission (disorder)
http://snomed.info/sct,2021-03,231458000,Abuse of steroids (disorder)
http://snomed.info/sct,2021-03,231459008,Abuse of nonpsychotropic analgesic drugs (disorder)
http://snomed.info/sct,2021-03,231461004,Hypnotic or anxiolytic abuse (disorder)
http://snomed.info/sct,2021-03,231462006,Barbiturate abuse (disorder)
http://snomed.info/sct,2021-03,248119008,Abuse of drugs to lose weight (disorder)
http://snomed.info/sct,2021-03,26416006,Drug abuse (disorder)
http://snomed.info/sct,2021-03,268645007,Nondependent alcohol abuse (disorder)
http://snomed.info/sct,2021-03,268646008,Nondependent hallucinogen abuse (disorder)
http://snomed.info/sct,2021-03,268647004,Nondependent hypnotic or anxiolytic abuse (disorder)
http://snomed.info/sct,2021-03,268648009,Nondependent amphetamine or other psychostimulant abuse (disorder)
http://snomed.info/sct,2021-03,280982009,Abuse of laxatives (disorder)
http://snomed.info/sct,2021-03,280983004,Abuse of vitamins (disorder)
http://snomed.info/sct,2021-03,280984005,Abuse of herbal medicine (disorder)
http://snomed.info/sct,2021-03,280985006,Abuse of diuretics (disorder)
http://snomed.info/sct,2021-03,280986007,Abuse of antacids (disorder)
http://snomed.info/sct,2021-03,284591009,Persistent alcohol abuse (disorder)
http://snomed.info/sct,2021-03,288281000119100,Abuse of herbal medicine or folk remedy (disorder)
http://snomed.info/sct,2021-03,304605000,Methanol abuse (disorder)
