System,Version,Code,Display
2.16.840.1.113883.6.103,2013,042,Human immunodeficiency virus [HIV] disease
2.16.840.1.113883.6.103,2013,079.53,Human immunodeficiency virus, type 2 [HIV-2]
http://snomed.info/sct,2021-03,10746341000119109,Acquired immune deficiency syndrome complicating childbirth (disorder)
http://snomed.info/sct,2021-03,10755671000119100,Human immunodeficiency virus in mother complicating childbirth (disorder)
http://snomed.info/sct,2021-03,111880001,Acute human immunodeficiency virus infection (disorder)
http://snomed.info/sct,2021-03,15928141000119107,Cognitive impairment co-occurrent and due to human immunodeficiency virus infection (disorder)
http://snomed.info/sct,2021-03,165816005,Human immunodeficiency virus positive (finding)
http://snomed.info/sct,2021-03,186706006,Human immunodeficiency virus infection constitutional disease (disorder)
http://snomed.info/sct,2021-03,186707002,Human immunodeficiency virus infection with neurological disease (disorder)
http://snomed.info/sct,2021-03,186708007,Human immunodeficiency virus infection with secondary clinical infectious disease (disorder)
http://snomed.info/sct,2021-03,230180003,Human immunodeficiency virus leukoencephalopathy (disorder)
http://snomed.info/sct,2021-03,230202002,Vacuolar myelopathy (disorder)
http://snomed.info/sct,2021-03,230598008,Neuropathy caused by human immunodeficiency virus (disorder)
http://snomed.info/sct,2021-03,235009000,Human immunodeficiency virus-associated periodontitis (disorder)
http://snomed.info/sct,2021-03,235726002,Human immunodeficiency virus enteropathy (disorder)
http://snomed.info/sct,2021-03,236406007,Acquired immune deficiency syndrome-related nephropathy (disorder)
http://snomed.info/sct,2021-03,240103002,Human immunodeficiency virus myopathy (disorder)
http://snomed.info/sct,2021-03,276665006,Congenital acquired immune deficiency syndrome (disorder)
http://snomed.info/sct,2021-03,276666007,Congenital human immunodeficiency virus positive status syndrome (disorder)
http://snomed.info/sct,2021-03,315019000,Human immunodeficiency virus infection with aseptic meningitis (disorder)
http://snomed.info/sct,2021-03,397763006,Human immunodeficiency virus encephalopathy (disorder)
http://snomed.info/sct,2021-03,398329009,Human immunodeficiency virus encephalitis (disorder)
