System,Version,Code,Display
http://snomed.info/sct,2021-03,117681000119102,Chronic kidney disease stage 1 due to hypertension (disorder)
http://snomed.info/sct,2021-03,120261000119101,Benign hypertensive heart disease and chronic renal disease stage 5 (disorder)
http://snomed.info/sct,2021-03,123609007,Subacute glomerulonephritis (disorder)
http://snomed.info/sct,2021-03,129151000119102,Chronic kidney disease stage 4 due to hypertension (disorder)
http://snomed.info/sct,2021-03,129161000119100,Chronic kidney disease stage 5 due to hypertension (disorder)
http://snomed.info/sct,2021-03,129171000119106,Chronic kidney disease stage 3 due to hypertension (disorder)
http://snomed.info/sct,2021-03,129181000119109,Chronic kidney disease stage 2 due to hypertension (disorder)
http://snomed.info/sct,2021-03,140101000119109,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,140111000119107,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder)
http://snomed.info/sct,2021-03,153851000119106,Malignant hypertensive chronic kidney disease stage 5 (disorder)
http://snomed.info/sct,2021-03,20917003,Chronic glomerulonephritis (disorder)
http://snomed.info/sct,2021-03,253878003,Adult type polycystic kidney disease type 1 (disorder)
http://snomed.info/sct,2021-03,253879006,Adult type polycystic kidney disease type 2 (disorder)
http://snomed.info/sct,2021-03,284971000119100,Chronic kidney disease stage 1 due to benign hypertension (disorder)
http://snomed.info/sct,2021-03,284981000119102,Chronic kidney disease stage 2 due to benign hypertension (disorder)
http://snomed.info/sct,2021-03,284991000119104,Chronic kidney disease stage 3 due to benign hypertension (disorder)
http://snomed.info/sct,2021-03,285001000119105,Chronic kidney disease stage 4 due to benign hypertension (disorder)
http://snomed.info/sct,2021-03,285011000119108,Chronic kidney disease stage 5 due to benign hypertension (disorder)
http://snomed.info/sct,2021-03,285041000119107,Benign hypertensive heart disease and chronic renal disease stage 1 (disorder)
http://snomed.info/sct,2021-03,285061000119106,Benign hypertensive heart disease and chronic renal disease stage 2 (disorder)
http://snomed.info/sct,2021-03,285081000119102,Benign hypertensive heart disease and chronic renal disease stage 3 (disorder)
http://snomed.info/sct,2021-03,285101000119109,Benign hypertensive heart disease and chronic renal disease stage 4 (disorder)
http://snomed.info/sct,2021-03,285851000119102,Malignant hypertensive chronic kidney disease stage 1 (disorder)
http://snomed.info/sct,2021-03,285861000119100,Malignant hypertensive chronic kidney disease stage 2 (disorder)
http://snomed.info/sct,2021-03,285871000119106,Malignant hypertensive chronic kidney disease stage 3 (disorder)
http://snomed.info/sct,2021-03,285881000119109,Malignant hypertensive chronic kidney disease stage 4 (disorder)
http://snomed.info/sct,2021-03,285911000119109,Malignant hypertensive heart disease and chronic renal disease stage 3 (disorder)
http://snomed.info/sct,2021-03,285921000119102,Malignant hypertensive heart disease and chronic renal disease stage 4 (disorder)
http://snomed.info/sct,2021-03,28770003,Polycystic kidney disease, infantile type (disorder)
http://snomed.info/sct,2021-03,368421000119108,Chronic kidney disease stage 1 due to drug induced diabetes mellitus (disorder)
