System,Version,Code,Display
http://snomed.info/sct,2020-09,14531000087108,Doppler ultrasonography of vein of right upper limb (procedure)
http://snomed.info/sct,2020-09,14541000087102,Doppler ultrasonography of vein of left upper limb (procedure)
http://snomed.info/sct,2020-09,17281000087103,Fluoroscopic venography of right upper limb (procedure)
http://snomed.info/sct,2020-09,17291000087101,Fluoroscopic venography of left upper limb (procedure)
http://snomed.info/sct,2020-09,17691000087103,Fluoroscopic venography of bilateral upper limbs (procedure)
http://snomed.info/sct,2020-09,312499002,Axillary venography (procedure)
http://snomed.info/sct,2020-09,312727008,Duplex scan veins of upper limb (procedure)
http://snomed.info/sct,2020-09,312814004,Ultrasound scan of upper limb veins (procedure)
http://snomed.info/sct,2020-09,38356007,Venography of upper extremity (procedure)
http://snomed.info/sct,2020-09,411981000119101,Fluoroscopic venography of bilateral extremities (procedure)
http://snomed.info/sct,2020-09,419453004,Ultrasound scan venography of upper limbs (procedure)
http://snomed.info/sct,2020-09,419461009,Magnetic resonance imaging venography of upper limb (procedure)
http://snomed.info/sct,2020-09,419870000,Fluoroscopic venography of upper limb (procedure)
http://snomed.info/sct,2020-09,420154007,Radionuclide venography of upper limb (procedure)
http://snomed.info/sct,2020-09,431303002,Percutaneous mechanical thrombectomy of vein of upper limb using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,431394000,Ultrasound doppler flow mapping of vein of upper limb (procedure)
http://snomed.info/sct,2020-09,431529003,Percutaneous transluminal cutting balloon angioplasty of axillary vein using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,431594001,Percutaneous transluminal cutting balloon angioplasty of cephalic vein using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,431818005,Doppler ultrasonography of vein of upper limb (procedure)
http://snomed.info/sct,2020-09,431951000,Percutaneous transluminal cutting balloon angioplasty of brachial vein using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,431961007,Percutaneous embolization of superficial forearm vein using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,432038005,Percutaneous transluminal cutting balloon angioplasty of basilic vein using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,432643004,Fluoroscopic venography of axillary vein using contrast with insertion of stent (procedure)
http://snomed.info/sct,2020-09,432688003,Percutaneous transluminal cutting balloon angioplasty of superficial forearm vein using fluoroscopic guidance (procedure)
http://snomed.info/sct,2020-09,432692005,Compression ultrasonography of vein of upper limb (procedure)
http://snomed.info/sct,2020-09,432765008,Percutaneous embolization of axillary vein using fluoroscopic guidance (procedure)
